| id | neighbourhood | neighbourhood_group | latitude | longitude | price |
| 1437112553944420738 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.4996376696624 | 13.414161341444471 | 317 |
| 1437554313983911035 | Brunnenstr. Süd | Mitte | 52.53670589999999 | 13.3968473 | 100 |
| 1437578355466154312 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.494602521598274 | 13.436596687515824 | 414 |
| 1437670837843004756 | Baumschulenweg | Treptow - Köpenick | 52.44968 | 13.48024 | 67 |
| 1437694094097339186 | Brunsbütteler Damm | Spandau | 52.53344 | 13.14213 | 120 |
| 1437903544505255194 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50771635202563 | 13.47141858190298 | 155 |
| 1438015771353776949 | Johannisthal | Treptow - Köpenick | 52.450170250943636 | 13.505190059060332 | 80 |
| 1438372770960706130 | Prenzlauer Berg Nord | Pankow | 52.54442 | 13.43874 | 55 |
| 1438987348661108488 | Prenzlauer Berg Südwest | Pankow | 52.53235 | 13.41665 | 238 |
| 1439032927487883886 | West 1 | Reinickendorf | 52.57616 | 13.27666 | 49 |
| 1439189384079371035 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.48027 | 13.32414 | 82 |
| 1439206328000794714 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51212 | 13.47093 | 119 |
| 1439884775943779170 | Gropiusstadt | Neukölln | 52.42106 | 13.46144 | 37 |
| 1439903555265677792 | Pankow Süd | Pankow | 52.55523 | 13.41662 | 61 |
| 1439934728389701905 | Ost 1 | Reinickendorf | 52.56571 | 13.37539 | 92 |
| 1439973894077380561 | Weißensee | Pankow | 52.55448 | 13.44978 | 72 |
| 1440367502672584209 | Friedrichsfelde Nord | Lichtenberg | 52.51122 | 13.50204 | 115 |
| 1440474648216327483 | Alexanderplatz | Mitte | 52.52615 | 13.39103 | 34 |
| 1440485527332469106 | Alexanderplatz | Mitte | 52.52614 | 13.39178 | 282 |
| 1440487175664659781 | Alexanderplatz | Mitte | 52.52476 | 13.39252 | 38 |
| 1440497691810835729 | Alexanderplatz | Mitte | 52.52631 | 13.39098 | 224 |
| 1440499182534456352 | Alexanderplatz | Mitte | 52.52409 | 13.39208 | 40 |
| 1440500881537618773 | Alexanderplatz | Mitte | 52.5261 | 13.39083 | 236 |
| 1440502476826786100 | Alexanderplatz | Mitte | 52.52625 | 13.39166 | 176 |
| 1440504645720154477 | Alexanderplatz | Mitte | 52.52563 | 13.39242 | 56 |
| 1440562249422938184 | Baumschulenweg | Treptow - Köpenick | 52.4486902685693 | 13.479475445422072 | 85 |
| 1440571218160062269 | Baumschulenweg | Treptow - Köpenick | 52.4488 | 13.47923 | 160 |
| 1441093742139182725 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50053 | 13.4635 | 111 |
| 1441102485555451462 | Helmholtzplatz | Pankow | 52.54291266962513 | 13.421365193115221 | 91 |
| 1441166881724438663 | West 5 | Reinickendorf | 52.5884557966952 | 13.288253210484982 | 91 |
| 1441204402972029747 | Alexanderplatz | Mitte | 52.52436 | 13.39258 | 44 |
| 1441212469143685825 | Moabit Ost | Mitte | 52.53518 | 13.3654 | 211 |
| 1441220271831608464 | Alexanderplatz | Mitte | 52.52633 | 13.3925 | 30 |
| 1441222933237203865 | Kantstraße | Charlottenburg-Wilm. | 52.50719519772238 | 13.315570817860397 | 63 |
| 1441227611761269880 | Alexanderplatz | Mitte | 52.52399 | 13.39175 | 32 |
| 1441235509577676316 | Alexanderplatz | Mitte | 52.52423 | 13.3916 | 254 |
| 1441241219413660444 | Alexanderplatz | Mitte | 52.52476 | 13.3905 | 34 |
| 1441246177782504370 | Alexanderplatz | Mitte | 52.52634 | 13.39209 | 201 |
| 1441248933383261577 | Prenzlauer Berg Südwest | Pankow | 52.53619 | 13.40824 | 401 |
| 1441250938457484386 | Alexanderplatz | Mitte | 52.526 | 13.39166 | 36 |
| 1441255586027249955 | Alexanderplatz | Mitte | 52.52472 | 13.39241 | 212 |
| 1441261673248458773 | Alexanderplatz | Mitte | 52.52621 | 13.3906 | 39 |
| 1441277944831047157 | Alexanderplatz | Mitte | 52.52424 | 13.39022 | 155 |
| 1441284292210683640 | Alexanderplatz | Mitte | 52.52409 | 13.39103 | 159 |
| 1441290412653108181 | Alexanderplatz | Mitte | 52.5245 | 13.3906 | 51 |
| 1441295901463690096 | Alexanderplatz | Mitte | 52.52634 | 13.39211 | 172 |
| 1441305244435894569 | Alexanderplatz | Mitte | 52.52461 | 13.39066 | 172 |
| 1441309893835629592 | Alexanderplatz | Mitte | 52.52429 | 13.39204 | 430 |
| 1441314684510211864 | Alexanderplatz | Mitte | 52.52419 | 13.39177 | 585 |
| 1441330599428000366 | Biesdorf | Marzahn - Hellersdorf | 52.47682 | 13.56094 | 53 |
| 1441911296090182755 | Regierungsviertel | Mitte | 52.5087422 | 13.3913005 | 97 |
| 1442148351164360317 | Neu Lichtenberg | Lichtenberg | 52.50365 | 13.47651 | 108 |
| 1442531403969052422 | Karlshorst | Lichtenberg | 52.47837 | 13.53052 | 89 |
| 1442579560125941047 | Nord 2 | Reinickendorf | 52.5916369 | 13.3268117 | 124 |
| 1443468690797034999 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.4935049 | 13.3563704 | 79 |
| 1443656891885911467 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49202 | 13.39407 | 115 |
| 1444124012656855081 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.4926548 | 13.4221147 | 88 |
| 1444364614289919520 | Alt-Lichtenberg | Lichtenberg | 52.53375009233769 | 13.49360279738903 | 56 |
| 1444644208736898977 | Prenzlauer Berg Süd | Pankow | 52.5321544 | 13.4240148 | 68 |
| 1444705983811945791 | Parkviertel | Mitte | 52.54803 | 13.35197 | 103 |
| 1444707574500328133 | Parkviertel | Mitte | 52.54802676417716 | 13.35287801534425 | 134 |
| 1444735613398126796 | Schmargendorf | Charlottenburg-Wilm. | 52.4814 | 13.29711 | 210 |
| 1444783093386013091 | Helmholtzplatz | Pankow | 52.54411 | 13.41575 | 95 |
| 1444787903677901380 | Osloer Straße | Mitte | 52.560875 | 13.3814939 | 85 |
| 1444788187519670804 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.4799845 | 13.3486936 | 71 |
| 1444813988876937239 | Weißensee | Pankow | 52.5538107 | 13.4301798 | 180 |
| 1444832681212342610 | Westend | Charlottenburg-Wilm. | 52.516728 | 13.272486 | 115 |
| 1444913631141985485 | Kantstraße | Charlottenburg-Wilm. | 52.50707 | 13.31273 | 74 |
| 1444992948229533866 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49233 | 13.39381 | 130 |
| 1445078174945745652 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.512153574353306 | 13.459401950240135 | 30 |
| 1445102008696764272 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.52113 | 13.32632 | 193 |
| 1445648768249611347 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49258691517179 | 13.395323419799727 | 137 |
| 1446162645468173676 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.51329 | 13.3019 | 43 |
| 1446290823995854476 | Westend | Charlottenburg-Wilm. | 52.51566676720579 | 13.264884168332967 | 169 |
| 1446296998073917649 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.50572529999999 | 13.3803103 | 99 |
| 1446304857132035426 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.50573 | 13.38031 | 57 |
| 1446375155008874247 | Alexanderplatz | Mitte | 52.50875 | 13.42141 | 59 |
| 1446861918532076953 | Osloer Straße | Mitte | 52.5575926 | 13.3780301 | 66 |
| 1446862242596527946 | Parkviertel | Mitte | 52.5538043 | 13.3455871 | 51 |
| 1446993798027111825 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.48989662660223 | 13.482559461376939 | 82 |
| 1447107322777224313 | Schillerpromenade | Neukölln | 52.47424 | 13.42694 | 138 |
| 1447234834584765429 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50716760694165 | 13.46763163805008 | 69 |
| 1447631692937562533 | Alexanderplatz | Mitte | 52.5167261 | 13.4254443 | 32 |
| 1447691207388146236 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.4883573 | 13.3531744 | 120 |
| 1447700264305408621 | Parkviertel | Mitte | 52.54894047956392 | 13.353296508238751 | 81 |
| 1447717180440055424 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48122 | 13.3601 | 78 |
| 1447726909806697560 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.5026337 | 13.3887094 | 240 |
| 1447741031501213418 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.50578 | 13.3955 | 77 |
| 1447744576132998818 | Brunnenstr. Süd | Mitte | 52.53534 | 13.40116 | 156 |
| 1447764956217274272 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.4941 | 13.43762 | 70 |
| 1447814507422552057 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.50425684825859 | 13.397449914546442 | 70 |
| 1448358565723701384 | Moabit Ost | Mitte | 52.52152 | 13.34706 | 116 |
| 1448361400996694250 | Moabit Ost | Mitte | 52.5214 | 13.34683 | 95 |
| 1448390225115145160 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.48352 | 13.33143 | 101 |
| 1448407515754441769 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.4923355 | 13.4183634 | 69 |
| 1448490385212738873 | Brunsbütteler Damm | Spandau | 52.53016 | 13.14871 | 111 |
| 1448570861813603322 | Drakestr. | Steglitz - Zehlendorf | 52.4447425 | 13.3152481 | 160 |
| 1448709476321062985 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.51571 | 13.46891 | 127 |
| 1449110128560628601 | Weißensee | Pankow | 52.55714 | 13.46485 | 137 |
| 1449133876809938774 | Parkviertel | Mitte | 52.55307 | 13.3393 | 33 |
| 1449703603348267279 | Brunnenstr. Süd | Mitte | 52.53201 | 13.40099 | 95 |
| 1449841083340421841 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.48772 | 13.32261 | 274 |
| 1449854077925392642 | Westend | Charlottenburg-Wilm. | 52.5097937077428 | 13.280735984444618 | 59 |
| 1449986478717492581 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.52238 | 13.45546 | 68 |
| 1450005593886253694 | Weißensee | Pankow | 52.55500984025382 | 13.429710750887248 | 215 |
| 1450074869217239183 | Brunsbütteler Damm | Spandau | 52.5310796 | 13.1492575 | 69 |
| 1450092221504273469 | Brunsbütteler Damm | Spandau | 52.53146 | 13.15033 | 93 |
| 1450100519007085433 | Brunsbütteler Damm | Spandau | 52.53201 | 13.14811 | 186 |
| 1450489753512188166 | Alt  Treptow | Treptow - Köpenick | 52.48877014508257 | 13.443951457147207 | 108 |
| 1450542770518072471 | Grunewald | Charlottenburg-Wilm. | 52.48629099999999 | 13.2698006 | 80 |
| 1450687513461157461 | Reuterstraße | Neukölln | 52.48551 | 13.42831 | 60 |
| 1450767659001804563 | Johannisthal | Treptow - Köpenick | 52.4412898 | 13.5057411 | 710 |
| 1450790721151886547 | West 5 | Reinickendorf | 52.58643 | 13.27639 | 203 |
| 1450822247299799821 | Britz | Neukölln | 52.4418465 | 13.467127 | 56 |
| 1451175999802996102 | Parkviertel | Mitte | 52.55213699999999 | 13.3413151 | 52 |
| 1451264314687524152 | Parkviertel | Mitte | 52.55213699999999 | 13.3413151 | 51 |
| 1451358647625229829 | Prenzlauer Berg Süd | Pankow | 52.53158942581857 | 13.441413715481758 | 44 |
| 1451440163814430465 | Osloer Straße | Mitte | 52.55293648410394 | 13.385622353089285 | 60 |
| 1451531144716459314 | Marzahn-Süd | Marzahn - Hellersdorf | 52.53504961150572 | 13.552238903939724 | 90 |
| 1451622951680474629 | Osloer Straße | Mitte | 52.56022879003709 | 13.373706003076459 | 101 |
| 1451623919386667468 | Fennpfuhl | Lichtenberg | 52.53158 | 13.46994 | 40 |
| 1451673177983945055 | Karl-Marx-Allee-Süd | Friedrichshain-Kreuzberg | 52.5166 | 13.43154 | 90 |
| 1452021779514114724 | Moabit West | Mitte | 52.52619 | 13.32755 | 119 |
| 1452054130770745584 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50810633360214 | 13.467439710831561 | 76 |
| 1452140386207673064 | Brunnenstr. Nord | Mitte | 52.546036 | 13.3774427 | 80 |
| 1452938883567081364 | Pankow Süd | Pankow | 52.553906 | 13.4186943 | 243 |
| 1452965360904301968 | Ost 1 | Reinickendorf | 52.568548908219675 | 13.374072164297104 | 76 |
| 1453036082788702263 | Rahnsdorf/Hessenwinkel | Treptow - Köpenick | 52.43266084131647 | 13.714270897712069 | 42 |
| 1453334763131450858 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49824 | 13.43243 | 135 |
| 1453406010103401549 | Reuterstraße | Neukölln | 52.48654 | 13.42808 | 65 |
| 1453521863935313201 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.52319 | 13.44696 | 68 |
| 1453563142396431649 | Alexanderplatz | Mitte | 52.511029870593326 | 13.424169793725014 | 120 |
| 1453574353445240512 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5111578 | 13.4585409 | 167 |
| 1453605594557617074 | Alexanderplatz | Mitte | 52.5248415 | 13.4178123 | 73 |
| 1453608835059077187 | Alexanderplatz | Mitte | 52.5248415 | 13.4178123 | 53 |
| 1454117197821162691 | West 4 | Reinickendorf | 52.567038 | 13.320452 | 102 |
| 1454237556782865362 | Schmargendorf | Charlottenburg-Wilm. | 52.47101 | 13.29387 | 170 |
| 1454269393025411817 | Kurfürstendamm | Charlottenburg-Wilm. | 52.50276730128702 | 13.316802015332815 | 170 |
| 1454299086324385695 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48536427800175 | 13.351488970220089 | 329 |
| 1454341832442364964 | Karow | Pankow | 52.6067089 | 13.4697567 | 165 |
| 1454351589132842611 | Neuköllner Mitte/Zentrum | Neukölln | 52.47937 | 13.43356 | 46 |
| 1454373804385919225 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.48879 | 13.39318 | 171 |
| 1454440857807132373 | Westend | Charlottenburg-Wilm. | 52.51583 | 13.27359 | 109 |
| 1454475173040777945 | Albrechtstr. | Steglitz - Zehlendorf | 52.449 | 13.34075 | 65 |
| 1454494451377112609 | Schillerpromenade | Neukölln | 52.4682787538349 | 13.42805256435515 | 108 |
| 1454963970704752693 | Neuköllner Mitte/Zentrum | Neukölln | 52.482 | 13.43074 | 132 |
| 1455010652344486876 | Prenzlauer Berg Südwest | Pankow | 52.53114 | 13.41741 | 81 |
| 1455102287529015621 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51521049999999 | 13.4566692 | 59 |
| 1455620859768121218 | Prenzlauer Berg Nord | Pankow | 52.55366 | 13.41674 | 57 |
| 1455628424561446388 | Schmargendorf | Charlottenburg-Wilm. | 52.4708454 | 13.2790413 | 214 |
| 1455684676397970355 | Kantstraße | Charlottenburg-Wilm. | 52.51093315967739 | 13.313085479858158 | 78 |
| 1455709635577179134 | Hellersdorf-Nord | Marzahn - Hellersdorf | 52.54471 | 13.58857 | 41 |
| 1455720303676247553 | Alexanderplatz | Mitte | 52.5232067 | 13.3845044 | 334 |
| 1455725206322908774 | Heerstrasse | Charlottenburg-Wilm. | 52.51033109999999 | 13.2195237 | 91 |
| 1455736220547445769 | Heerstrasse | Charlottenburg-Wilm. | 52.51033109999999 | 13.2195237 | 91 |
| 1455758122965909036 | Alexanderplatz | Mitte | 52.5284801 | 13.4068747 | 255 |
| 1455761948240046749 | Moabit Ost | Mitte | 52.52907 | 13.34391 | 99 |
| 1455778141430964792 | Ost 1 | Reinickendorf | 52.57329 | 13.37515 | 90 |
| 1455779079361508829 | Heerstrasse | Charlottenburg-Wilm. | 52.5100214 | 13.2184474 | 79 |
| 1455821644133741989 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.49521546132452 | 13.311853967607021 | 60 |
| 1455838310672134956 | Blankenfelde/Niederschönhausen | Pankow | 52.59455353439156 | 13.422581255435944 | 66 |
| 1456290116360796892 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50976 | 13.46486 | 111 |
| 1456324610281859877 | Barstraße | Charlottenburg-Wilm. | 52.48665760000001 | 13.321815 | 239 |
| 1456372262939943432 | Schmargendorf | Charlottenburg-Wilm. | 52.47649 | 13.29674 | 190 |
| 1456388393887462697 | Alexanderplatz | Mitte | 52.52239 | 13.40657 | 38 |
| 1456406041334180714 | Prenzlauer Berg Südwest | Pankow | 52.53267 | 13.41735 | 56 |
| 1456409744936613017 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.49364 | 13.35696 | 72 |
| 1456452282089914768 | Heerstrasse | Charlottenburg-Wilm. | 52.51243 | 13.21945 | 106 |
| 1456522608926859745 | Grunewald | Charlottenburg-Wilm. | 52.48899 | 13.28776 | 114 |
| 1456548213982864360 | Rixdorf | Neukölln | 52.48553020000001 | 13.4532946 | 92 |
| 1456608327688241687 | Heerstraße Nord | Spandau | 52.518055730419434 | 13.169865297645057 | 59 |
| 1456632627930300605 | Siemensstadt | Spandau | 52.5439 | 13.25926 | 86 |
| 1456651654907420121 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49497 | 13.42904 | 108 |
| 1456663184485206552 | Brunnenstr. Süd | Mitte | 52.53367 | 13.3964 | 132 |
| 1456984289023468035 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50856 | 13.46284 | 138 |
| 1457050419117257436 | Moabit West | Mitte | 52.523087894734346 | 13.333599822328146 | 116 |
| 1457101010140637112 | Alexanderplatz | Mitte | 52.526565891486 | 13.392968073568822 | 207 |
| 1457205984424218402 | Tempelhof | Tempelhof - Schöneberg | 52.46795 | 13.38567 | 168 |
| 1457206456130494807 | Tempelhof | Tempelhof - Schöneberg | 52.46896 | 13.38738 | 213 |
| 1457207021588408701 | Tempelhof | Tempelhof - Schöneberg | 52.46764 | 13.38584 | 306 |
| 1457207027154305393 | Tempelhof | Tempelhof - Schöneberg | 52.46786 | 13.38721 | 256 |
| 1457207473079168059 | Tempelhof | Tempelhof - Schöneberg | 52.46775 | 13.38754 | 159 |
| 1457207475794740926 | Tempelhof | Tempelhof - Schöneberg | 52.46819 | 13.3855 | 153 |
| 1457207992558477939 | Tempelhof | Tempelhof - Schöneberg | 52.46983 | 13.38553 | 123 |
| 1457261350754999389 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.48373 | 13.32147 | 138 |
| 1457280184159021777 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.4983 | 13.43897 | 135 |
| 1457935861028583671 | Grunewald | Charlottenburg-Wilm. | 52.48900347627368 | 13.287810645997524 | 81 |
| 1458103478602690947 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.4956702009927 | 13.435498322489432 | 65 |
| 1458111598277041527 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.47848244502521 | 13.347518581360706 | 84 |
| 1458228960349239294 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.4816 | 13.32186 | 158 |
| 1458420660322313307 | Schillerpromenade | Neukölln | 52.47445 | 13.42547 | 160 |
| 1458692849633987847 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.51683 | 13.44433 | 70 |
| 1458717096948753640 | Wedding Zentrum | Mitte | 52.55043 | 13.36892 | 49 |
| 1458719608110867478 | Moabit Ost | Mitte | 52.53115 | 13.36246 | 84 |
| 1458914739788082289 | Ost 2 | Reinickendorf | 52.56589 | 13.34838 | 30 |
| 1459204037106927570 | Alexanderplatz | Mitte | 52.50582 | 13.42703 | 77 |
| 1459300018180606080 | Biesdorf | Marzahn - Hellersdorf | 52.49436325401028 | 13.566556686565272 | 213 |
| 1459480587522297628 | Reuterstraße | Neukölln | 52.4874061 | 13.4373234 | 85 |
| 1459602690647580843 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.4918 | 13.42191 | 198 |
| 1459632481208281284 | Ost 2 | Reinickendorf | 52.5643 | 13.34697 | 35 |
| 1459657181678564590 | Ost 2 | Reinickendorf | 52.56412 | 13.34631 | 37 |
| 1460034355517330390 | Halensee | Charlottenburg-Wilm. | 52.49544 | 13.29684 | 81 |
| 1460059358426795103 | Prenzlauer Berg Südwest | Pankow | 52.5392209 | 13.42232 | 339 |
| 1460096185732422936 | Reuterstraße | Neukölln | 52.4865223 | 13.4309749 | 53 |
| 1460152575945824249 | Britz | Neukölln | 52.4604439 | 13.4268485 | 62 |
| 1460168896349962361 | Neuköllner Mitte/Zentrum | Neukölln | 52.4805108 | 13.435148 | 121 |
| 1460719027979564005 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.4966907 | 13.3085367 | 77 |
| 1460875768633057739 | Parkviertel | Mitte | 52.56136 | 13.34855 | 23 |
| 1461054849817881601 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50848155071549 | 13.459719621185355 | 123 |
| 1461068489169291984 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5112343 | 13.4571322 | 99 |
| 1461366856409734054 | Blankenfelde/Niederschönhausen | Pankow | 52.59083 | 13.42521 | 97 |
| 1461400874850670364 | Wedding Zentrum | Mitte | 52.5423725 | 13.3615923 | 51 |
| 1461411007003795936 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51088 | 13.46611 | 200 |
| 1461411164107659773 | Parkviertel | Mitte | 52.5532986 | 13.3452258 | 53 |
| 1461412690785990154 | Köpenick-Süd | Treptow - Köpenick | 52.42912459999999 | 13.5851094 | 97 |
| 1461578862659272395 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5133 | 13.46318 | 245 |
| 1462023543086714006 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.49742 | 13.33886 | 121 |
| 1462045215998685036 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.49646 | 13.33986 | 104 |
| 1462115381725050999 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49211 | 13.41651 | 63 |
| 1462257889143986108 | Alexanderplatz | Mitte | 52.529066634925336 | 13.406662435581964 | 203 |
| 1462275356179511660 | Alexanderplatz | Mitte | 52.51192445906378 | 13.409207277573573 | 63 |
| 1462296939365819575 | Alexanderplatz | Mitte | 52.512126783214526 | 13.41079894759142 | 69 |
| 1462352582239987420 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.49712 | 13.33799 | 150 |
| 1462413125733607914 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.49862 | 13.33915 | 129 |
| 1462422096541425798 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.49662 | 13.33788 | 153 |
| 1462502965083146467 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.491527899586075 | 13.363480449545401 | 90 |
| 1462516206375936597 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.49150561711271 | 13.364234759863288 | 65 |
| 1462581980252520839 | Brunnenstr. Nord | Mitte | 52.54171 | 13.39666 | 65 |
| 1463818036430674266 | Schloßstr. | Steglitz - Zehlendorf | 52.46546 | 13.32308 | 100 |
| 1464246769459444155 | Baumschulenweg | Treptow - Köpenick | 52.46762409999999 | 13.4881487 | 40 |
| 1464341512115035041 | Prenzlauer Berg Südwest | Pankow | 52.53665 | 13.41111 | 54 |
| 1464365631043639706 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.49676612665944 | 13.474203830688468 | 270 |
| 1464547925654220030 | Moabit West | Mitte | 52.53377916950501 | 13.340936015344255 | 133 |
| 1465043505795064822 | Friedenau | Tempelhof - Schöneberg | 52.46839850000001 | 13.3350996 | 193 |
| 1465151995364542171 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.50849 | 13.40002 | 186 |
| 1465324845501878727 | Charlottenburg Nord | Charlottenburg-Wilm. | 52.53629 | 13.28299 | 101 |
| 1465769865787215258 | Halensee | Charlottenburg-Wilm. | 52.49845703142691 | 13.302806034393324 | 57 |
| 1465787319883025243 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49836 | 13.42417 | 196 |
| 1465857359665036201 | Pankow Zentrum | Pankow | 52.56594 | 13.39624 | 115 |
| 1465979688389680246 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.4923281791517 | 13.420955985705584 | 134 |
| 1465981867842686535 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.51327 | 13.30647 | 106 |
| 1466019676146171446 | Albrechtstr. | Steglitz - Zehlendorf | 52.46552 | 13.3358 | 93 |
| 1466034891254062210 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51496 | 13.45863 | 87 |
| 1466152332563441890 | Moabit West | Mitte | 52.52754545928234 | 13.343009646661645 | 88 |
| 1466447866134838400 | Brunnenstr. Süd | Mitte | 52.53613 | 13.4025 | 78 |
| 1466457638625055891 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.5060164 | 13.3904705 | 72 |
| 1466460806231811566 | Brunnenstr. Süd | Mitte | 52.53464 | 13.40444 | 314 |
| 1466606599005660394 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.48796489999999 | 13.3753733 | 84 |
| 1466672871084179689 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.4966907 | 13.3085367 | 74 |
| 1466697713325630350 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.4966907 | 13.3085367 | 90 |
| 1466698750426104420 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.49669 | 13.30854 | 81 |
| 1466699580677723801 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.4966907 | 13.3085367 | 125 |
| 1466764994420380871 | Osloer Straße | Mitte | 52.55198 | 13.38493 | 99 |
| 1467212002915836496 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.4996 | 13.40248 | 122 |
| 1467256864450449582 | Altglienicke | Treptow - Köpenick | 52.41246 | 13.54616 | 48 |
| 1467317983625736611 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.51551 | 13.45952 | 134 |
| 1467329584316761882 | Prenzlauer Berg Nord | Pankow | 52.55367 | 13.4155 | 58 |
| 1467439068260531700 | Halensee | Charlottenburg-Wilm. | 52.49891 | 13.28989 | 103 |
| 1467894274487508312 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.48954 | 13.38678 | 204 |
| 1467904100998741647 | Kantstraße | Charlottenburg-Wilm. | 52.5077732 | 13.3038388 | 56 |
| 1467908015476144053 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.48884529999999 | 13.3290406 | 68 |
| 1467914051832999426 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51483 | 13.45766 | 105 |
| 1467947619449125472 | Buchholz | Pankow | 52.611065984576676 | 13.426855353942843 | 27 |
| 1468000216577314993 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.51953 | 13.43157 | 140 |
| 1468012796432273409 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.51968 | 13.43016 | 210 |
| 1468022756765563280 | Friedenau | Tempelhof - Schöneberg | 52.47024 | 13.32615 | 35 |
| 1468057400739125845 | Gatow / Kladow | Spandau | 52.46995390000001 | 13.1168935 | 122 |
| 1468345023361523851 | Neu Lichtenberg | Lichtenberg | 52.503159323454994 | 13.482654196699517 | 89 |
| 1468714900682160612 | Helmholtzplatz | Pankow | 52.5437185 | 13.4253673 | 117 |
